title,link,description,{http://purl.org/rss/1.0/modules/content/}encoded,pubDate,guid,ID
b'Kugelschreiber Hase ros\xc3\xa9',b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/bedarfsgegenstaende/97266',"b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/825f0731-2caa-44b6-98b7-c6e864ab1348/Kugelschreiber Hase.JPG"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nKugelschreiber Hase ros\xc3\xa9<br/>\n<b>Typ:</b>\nBedarfsgegenst\xc3\xa4nde<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nTEDi GmbH & Co. KG\nBrackeler Hellweg 301\n44309 Dortmund<br/>\n<b>Grund der Warnung:</b>\nProdukttests wiesen erh\xc3\xb6hte Cadmiumwerte nach. Dieser Stoff kann gesundheitsgef\xc3\xa4hrdend sein, deshalb wird von einer weiteren Verwendung des Kugelschreibers abgeraten.<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Berlin, Brandenburg, Bremen, Hamburg, Hessen, Mecklenburg-Vorpommern, Niedersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Saarland, Sachsen, Sachsen-Anhalt, Schleswig-Holstein, Th\xc3\xbcringen<br/>\n'","b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/825f0731-2caa-44b6-98b7-c6e864ab1348/Kugelschreiber Hase.JPG"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nKugelschreiber Hase ros\xc3\xa9<br/>\n<b>Typ:</b>\nBedarfsgegenst\xc3\xa4nde<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nTEDi GmbH & Co. KG\nBrackeler Hellweg 301\n44309 Dortmund<br/>\n<b>Grund der Warnung:</b>\nProdukttests wiesen erh\xc3\xb6hte Cadmiumwerte nach. Dieser Stoff kann gesundheitsgef\xc3\xa4hrdend sein, deshalb wird von einer weiteren Verwendung des Kugelschreibers abgeraten.<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Berlin, Brandenburg, Bremen, Hamburg, Hessen, Mecklenburg-Vorpommern, Niedersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Saarland, Sachsen, Sachsen-Anhalt, Schleswig-Holstein, Th\xc3\xbcringen<br/>\n'","b'Tue, 31 Oct 2023 14:18:14 +0000'",b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/bedarfsgegenstaende/97266',10
"b'Exquisa Quark Genuss 0,2% Winter-Sortiment, Sorte Bratapfel'",b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/97252',"b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/509ae1c7-efc9-4fd7-96c0-65c52dd02939/Produktbild.jpg"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nExquisa Quark Genuss 0,2% Winter-Sortiment, Sorte Bratapfel<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nKarwendel-Werke<br/>\n<b>Grund der Warnung:</b>\nnicht deklarierte Zutaten H\xc3\xbchnereieiwei\xc3\x9f und Ei sowie Weizenst\xc3\xa4rke und -mehl<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Berlin, Brandenburg, Bremen, Hamburg, Hessen, Mecklenburg-Vorpommern, Niedersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Saarland, Sachsen, Sachsen-Anhalt, Schleswig-Holstein, Th\xc3\xbcringen<br/>\n'","b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/509ae1c7-efc9-4fd7-96c0-65c52dd02939/Produktbild.jpg"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nExquisa Quark Genuss 0,2% Winter-Sortiment, Sorte Bratapfel<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nKarwendel-Werke<br/>\n<b>Grund der Warnung:</b>\nnicht deklarierte Zutaten H\xc3\xbchnereieiwei\xc3\x9f und Ei sowie Weizenst\xc3\xa4rke und -mehl<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Berlin, Brandenburg, Bremen, Hamburg, Hessen, Mecklenburg-Vorpommern, Niedersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Saarland, Sachsen, Sachsen-Anhalt, Schleswig-Holstein, Th\xc3\xbcringen<br/>\n'","b'Tue, 31 Oct 2023 11:24:24 +0000'",b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/97252',11
"b'Patisserie Zebra-K\xc3\xbcchlein (6 St\xc3\xbcck/180 g) Betroffen sind die Artikel mit der folgenden GTIN (Nummer befindet sich unter dem Barcode) und unten genannten Verfallsdaten: GTIN: 8714065111503 - Verfallsdatum & Chargennummer: 02-11-23 1K25, 03-11-23 1K26 und 08-11-23 1K31'",b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/97201',"b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/f681082b-874f-4525-a9a3-63299104f76a/DE_Code 99 Poster EN recall zebra cakejes (180gr.jpg"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nPatisserie Zebra-K\xc3\xbcchlein (6 St\xc3\xbcck/180 g)\n\nBetroffen sind die Artikel mit der folgenden GTIN (Nummer befindet sich unter dem Barcode) und unten genannten Verfallsdaten: GTIN: 8714065111503 - Verfallsdatum & Chargennummer: 02-11-23 1K25, 03-11-23 1K26 und 08-11-23 1K31<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nPartijgoederenhandel Mandemakers\nIerlandstraat 11\n5171 PD Kaatsheuvel\nNiederlande\n\nDer Verkauf erfolgte in Filialen der Action Deutschland GmbH<br/>\n<b>Grund der Warnung:</b>\nDas Produkt kann bereits vor Ablauf des Verfallsdatums Schimmel enthalten, der den K\xc3\xbcchlein einen ungew\xc3\xb6hnlichen Geruch und Geschmack verleiht.<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Berlin, Brandenburg, Bremen, Hamburg, Hessen, Mecklenburg-Vorpommern, Niedersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Saarland, Sachsen-Anhalt, Schleswig-Holstein, Th\xc3\xbcringen<br/>\n'","b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/f681082b-874f-4525-a9a3-63299104f76a/DE_Code 99 Poster EN recall zebra cakejes (180gr.jpg"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nPatisserie Zebra-K\xc3\xbcchlein (6 St\xc3\xbcck/180 g)\n\nBetroffen sind die Artikel mit der folgenden GTIN (Nummer befindet sich unter dem Barcode) und unten genannten Verfallsdaten: GTIN: 8714065111503 - Verfallsdatum & Chargennummer: 02-11-23 1K25, 03-11-23 1K26 und 08-11-23 1K31<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nPartijgoederenhandel Mandemakers\nIerlandstraat 11\n5171 PD Kaatsheuvel\nNiederlande\n\nDer Verkauf erfolgte in Filialen der Action Deutschland GmbH<br/>\n<b>Grund der Warnung:</b>\nDas Produkt kann bereits vor Ablauf des Verfallsdatums Schimmel enthalten, der den K\xc3\xbcchlein einen ungew\xc3\xb6hnlichen Geruch und Geschmack verleiht.<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Berlin, Brandenburg, Bremen, Hamburg, Hessen, Mecklenburg-Vorpommern, Niedersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Saarland, Sachsen-Anhalt, Schleswig-Holstein, Th\xc3\xbcringen<br/>\n'","b'Mon, 30 Oct 2023 12:56:46 +0000'",b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/97201',12
b'Biscotti Darlings - filled with strawberry cream',b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/97182',"b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/3235c525-4298-4cd7-bbd7-0412f11f697c/Darlings Foto.JPG"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nBiscotti Darlings - filled with strawberry cream<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nTJX Deutschland Ltd. & Co. KG (""TK Maxx"")\nPeter-M\xc3\xbcller-Stra\xc3\x9fe 18\n40468 D\xc3\xbcsseldorf\n\nVertrieb \xc3\xbcber TK Maxx Filialen<br/>\n<b>Grund der Warnung:</b>\nDas Produkt wird zur\xc3\xbcckgerufen, da Schimmel in diesem gefunden wurde, der zu einem m\xc3\xb6glichen Sicherheitsproblem f\xc3\xbchren k\xc3\xb6nnte.<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Berlin, Brandenburg, Bremen, Hamburg, Hessen, Mecklenburg-Vorpommern, Niedersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Saarland, Sachsen, Sachsen-Anhalt, Schleswig-Holstein, Th\xc3\xbcringen<br/>\n'","b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/3235c525-4298-4cd7-bbd7-0412f11f697c/Darlings Foto.JPG"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nBiscotti Darlings - filled with strawberry cream<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nTJX Deutschland Ltd. & Co. KG (""TK Maxx"")\nPeter-M\xc3\xbcller-Stra\xc3\x9fe 18\n40468 D\xc3\xbcsseldorf\n\nVertrieb \xc3\xbcber TK Maxx Filialen<br/>\n<b>Grund der Warnung:</b>\nDas Produkt wird zur\xc3\xbcckgerufen, da Schimmel in diesem gefunden wurde, der zu einem m\xc3\xb6glichen Sicherheitsproblem f\xc3\xbchren k\xc3\xb6nnte.<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Berlin, Brandenburg, Bremen, Hamburg, Hessen, Mecklenburg-Vorpommern, Niedersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Saarland, Sachsen, Sachsen-Anhalt, Schleswig-Holstein, Th\xc3\xbcringen<br/>\n'","b'Mon, 30 Oct 2023 12:43:29 +0000'",b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/97182',13
"b'Zitronenthymian-K\xc3\xa4se 50% Fett i.Tr., Schnittk\xc3\xa4se'",b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/97175',"b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/4eafe1f0-3ba5-45a7-867b-f8e0129012ac/Produktbild.jpg"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nZitronenthymian-K\xc3\xa4se 50% Fett i.Tr., Schnittk\xc3\xa4se<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nZiegler\xe2\x80\x90K\xc3\xa4sespezialit\xc3\xa4ten GmbH<br/>\n<b>Grund der Warnung:</b>\nNachweis von Listerien<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBayern<br/>\n'","b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/4eafe1f0-3ba5-45a7-867b-f8e0129012ac/Produktbild.jpg"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nZitronenthymian-K\xc3\xa4se 50% Fett i.Tr., Schnittk\xc3\xa4se<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nZiegler\xe2\x80\x90K\xc3\xa4sespezialit\xc3\xa4ten GmbH<br/>\n<b>Grund der Warnung:</b>\nNachweis von Listerien<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBayern<br/>\n'","b'Mon, 30 Oct 2023 09:37:55 +0000'",b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/97175',14
"b'Kinder-Flop-Flops aus Kunststoff, Naturmaterialien und Leder'",b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/bedarfsgegenstaende/97168',"b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/410fe52c-d90a-4860-a26d-80521cbb0173/Foto Schuhe_Quelle Laves L\xc3\xbcneburg.JPG"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nKinder-Flop-Flops aus Kunststoff, Naturmaterialien und Leder<br/>\n<b>Typ:</b>\nBedarfsgegenst\xc3\xa4nde<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nFerdinand Richter GmbH\nSch\xc3\xa4rdinger Str. 1\nA-4061 Pasching\n\xc3\x96sterreich<br/>\n<b>Grund der Warnung:</b>\nChrom VI Grenzwert\xc3\xbcberschreitung\n\nDer Artikel wurde 2019-2021 im Gesch\xc3\xa4ft Lollipop in Oldenburg/Niedersachsen verkauft.<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nNiedersachsen<br/>\n'","b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/410fe52c-d90a-4860-a26d-80521cbb0173/Foto Schuhe_Quelle Laves L\xc3\xbcneburg.JPG"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nKinder-Flop-Flops aus Kunststoff, Naturmaterialien und Leder<br/>\n<b>Typ:</b>\nBedarfsgegenst\xc3\xa4nde<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nFerdinand Richter GmbH\nSch\xc3\xa4rdinger Str. 1\nA-4061 Pasching\n\xc3\x96sterreich<br/>\n<b>Grund der Warnung:</b>\nChrom VI Grenzwert\xc3\xbcberschreitung\n\nDer Artikel wurde 2019-2021 im Gesch\xc3\xa4ft Lollipop in Oldenburg/Niedersachsen verkauft.<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nNiedersachsen<br/>\n'","b'Mon, 30 Oct 2023 07:01:57 +0000'",b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/bedarfsgegenstaende/97168',15
"b'Trauben dunkel, kernlos, Sorte: Crimson, Ursprung: Spanien, 500 g'",b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/97145',"b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/1883a7b8-7658-4dde-ba1f-124f4c6073f2/Bild Lidl Trauben.PNG"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nTrauben dunkel, kernlos, Sorte: Crimson, Ursprung: Spanien, 500 g<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nHersteller Amaco C.I.F, Spanien\nVertrieben \xc3\xbcber die Fa. Lidl<br/>\n<b>Grund der Warnung:</b>\nPflanzenschutzmittel Acetamiprid \xc3\xbcber dem gesetzlichen Grenzwert<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Rheinland-Pfalz<br/>\n'","b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/1883a7b8-7658-4dde-ba1f-124f4c6073f2/Bild Lidl Trauben.PNG"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nTrauben dunkel, kernlos, Sorte: Crimson, Ursprung: Spanien, 500 g<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nHersteller Amaco C.I.F, Spanien\nVertrieben \xc3\xbcber die Fa. Lidl<br/>\n<b>Grund der Warnung:</b>\nPflanzenschutzmittel Acetamiprid \xc3\xbcber dem gesetzlichen Grenzwert<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Rheinland-Pfalz<br/>\n'","b'Wed, 25 Oct 2023 06:57:08 +0000'",b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/97145',16
b'Th\xc3\xbcringer Knackwurst mit Knoblauch',b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/97064',"b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/6611d675-b766-4431-8b74-1e3bac3d1c5f/Wurst verpackt.jpg"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nTh\xc3\xbcringer Knackwurst mit Knoblauch<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nMeininger Wurstspezialit\xc3\xa4ten aus Th\xc3\xbcringen GmbH\nAn der Winde 13 - 14\n98617 Meiningen<br/>\n<b>Grund der Warnung:</b>\nListeria monocytogenes - Bakterien<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBayern, Brandenburg, Hessen, Sachsen, Th\xc3\xbcringen<br/>\n'","b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/6611d675-b766-4431-8b74-1e3bac3d1c5f/Wurst verpackt.jpg"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nTh\xc3\xbcringer Knackwurst mit Knoblauch<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nMeininger Wurstspezialit\xc3\xa4ten aus Th\xc3\xbcringen GmbH\nAn der Winde 13 - 14\n98617 Meiningen<br/>\n<b>Grund der Warnung:</b>\nListeria monocytogenes - Bakterien<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBayern, Brandenburg, Hessen, Sachsen, Th\xc3\xbcringen<br/>\n'","b'Fri, 20 Oct 2023 12:49:46 +0000'",b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/97064',17
b'Appel zarte Filets vom Hering in sahniger Meerrettich-Creme',b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/97085',"b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/be83044f-6fc1-40b0-91ac-222ac1682528/Produktbild_Deckel.jpeg"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nAppel zarte Filets vom Hering in sahniger Meerrettich-Creme<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nAppel Feinkost GmbH & Co. KG\nNeufelder Schanze 2\n27472 Cuxhaven<br/>\n<b>Grund der Warnung:</b>\nfehlende Allergenkennzeichnung<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Niedersachsen<br/>\n'","b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/be83044f-6fc1-40b0-91ac-222ac1682528/Produktbild_Deckel.jpeg"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nAppel zarte Filets vom Hering in sahniger Meerrettich-Creme<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nAppel Feinkost GmbH & Co. KG\nNeufelder Schanze 2\n27472 Cuxhaven<br/>\n<b>Grund der Warnung:</b>\nfehlende Allergenkennzeichnung<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Niedersachsen<br/>\n'","b'Fri, 20 Oct 2023 06:47:46 +0000'",b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/97085',18
b'Alnatura Kichererbsen im Glas',b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/96976',"b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/9e6fe141-35f8-4ec1-a9b2-39222ae05578/Produktbild.JPG"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nAlnatura Kichererbsen im Glas<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nAlnatura Produktions- und Handels GmbH\nMahatma-Gandhi-Stra\xc3\x9fe 7\n64295 Darmstadt<br/>\n<b>Grund der Warnung:</b>\nEs kann nicht ausgeschlossen werden, dass sich Glasfremdk\xc3\xb6rper in einzelnen Gl\xc3\xa4ser der genannten Charge (Endziffer 14) befinden.<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Berlin, Brandenburg, Bremen, Hamburg, Hessen, Mecklenburg-Vorpommern, Niedersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Sachsen, Schleswig-Holstein, Th\xc3\xbcringen<br/>\n'","b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/9e6fe141-35f8-4ec1-a9b2-39222ae05578/Produktbild.JPG"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nAlnatura Kichererbsen im Glas<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nAlnatura Produktions- und Handels GmbH\nMahatma-Gandhi-Stra\xc3\x9fe 7\n64295 Darmstadt<br/>\n<b>Grund der Warnung:</b>\nEs kann nicht ausgeschlossen werden, dass sich Glasfremdk\xc3\xb6rper in einzelnen Gl\xc3\xa4ser der genannten Charge (Endziffer 14) befinden.<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Berlin, Brandenburg, Bremen, Hamburg, Hessen, Mecklenburg-Vorpommern, Niedersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Sachsen, Schleswig-Holstein, Th\xc3\xbcringen<br/>\n'","b'Thu, 12 Oct 2023 08:17:25 +0000'",b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/96976',19
b'Verschiedene Brot- und Backwaren',b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/96930',b'<b>Produktbezeichnung:</b>\nVerschiedene Brot- und Backwaren<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nLudwig Stocker Hofpfisterei GmbH<br/>\n<b>Grund der Warnung:</b>\nGlassplitter<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg<br/>\n',b'<b>Produktbezeichnung:</b>\nVerschiedene Brot- und Backwaren<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nLudwig Stocker Hofpfisterei GmbH<br/>\n<b>Grund der Warnung:</b>\nGlassplitter<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg<br/>\n',"b'Mon, 09 Oct 2023 15:49:59 +0000'",b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/96930',20
b'SUNTAT/BAKTAT Pul Biber Paprikagew\xc3\xbcrzzubereitung',b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/96894',"b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/096819af-45fe-408c-8472-20f4094430c7/Unbenannt.PNG"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nSUNTAT/BAKTAT\nPul Biber\nPaprikagew\xc3\xbcrzzubereitung<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nInverkehrbringer:\nDovgan GmbH, Zinkh\xc3\xbcttenweg 6, 22113 Hamburg<br/>\n<b>Grund der Warnung:</b>\nIn dem Produkt wurde nicht zugelassener Sudanfarbstoff festgestellt.<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Berlin, Brandenburg, Bremen, Hamburg, Hessen, Niedersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Saarland, Sachsen-Anhalt, Schleswig-Holstein<br/>\n'","b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/096819af-45fe-408c-8472-20f4094430c7/Unbenannt.PNG"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nSUNTAT/BAKTAT\nPul Biber\nPaprikagew\xc3\xbcrzzubereitung<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nInverkehrbringer:\nDovgan GmbH, Zinkh\xc3\xbcttenweg 6, 22113 Hamburg<br/>\n<b>Grund der Warnung:</b>\nIn dem Produkt wurde nicht zugelassener Sudanfarbstoff festgestellt.<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Berlin, Brandenburg, Bremen, Hamburg, Hessen, Niedersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Saarland, Sachsen-Anhalt, Schleswig-Holstein<br/>\n'","b'Fri, 06 Oct 2023 08:41:41 +0000'",b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/96894',21
"b'Strau\xc3\x9fensalami (Neutral, Knoblauch u. Pfeffer)'",b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/96867',"b'<b>Produktbezeichnung:</b>\nStrau\xc3\x9fensalami (Neutral, Knoblauch u. Pfeffer)<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nStrau\xc3\x9fenfarm Ostseeblick\nOstseering 11\n24257 Hohenfelde<br/>\n<b>Grund der Warnung:</b>\nIn den betroffenen Produkten wurde Listeria monocytogenes nachgewiesen.<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nSchleswig-Holstein<br/>\n'","b'<b>Produktbezeichnung:</b>\nStrau\xc3\x9fensalami (Neutral, Knoblauch u. Pfeffer)<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nStrau\xc3\x9fenfarm Ostseeblick\nOstseering 11\n24257 Hohenfelde<br/>\n<b>Grund der Warnung:</b>\nIn den betroffenen Produkten wurde Listeria monocytogenes nachgewiesen.<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nSchleswig-Holstein<br/>\n'","b'Mon, 02 Oct 2023 14:17:19 +0000'",b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/96867',22
